wind_speed,swr,LAKE_PARAMS/c_relax_C,LAKE_PARAMS/depth_bs_lk,LAKE_PARAMS/T_bs_lk,par_id
1.3074,0.59264,0.0047395,3.6314,11.951,p0478
1.0049,1.468,0.0070505,1.4337,14.753,p0479
1.3766,1.0282,0.00532,5.2233,6.1434,p0480
1.3266,1.0613,0.0055097,0.92439,19.965,p0481
1.291,1.0731,0.0038181,2.7441,15.643,p0482
1.4758,1.4006,0.0019385,1.7997,12.317,p0483
0.65632,0.68691,0.00063396,4.7272,9.7786,p0484
0.63243,0.62142,0.0078759,2.1581,14.303,p0485
0.56658,1.1731,0.0093165,4.7912,16.269,p0486
0.70405,1.0348,0.004866,0.27662,9.6246,p0487
1.3975,1.1389,0.00098266,4.6604,7.6123,p0488
0.53442,0.84533,0.0027796,4.3239,6.293,p0489
0.79404,1.41,0.0010894,1.964,19.921,p0490
1.483,1.0459,0.0048266,3.84,17.991,p0491
0.64808,1.009,0.0076256,1.594,8.2047,p0492
1.1147,0.94208,0.0026315,2.9667,14.366,p0493
1.104,1.2456,0.0036749,4.5881,18.731,p0494
1.3367,1.3327,0.001359,2.4384,16.817,p0495
1.22,0.54856,0.0029279,3.1818,11.734,p0496
1.1265,0.82832,0.0062024,3.4549,4.8558,p0497
0.96268,0.79711,0.0091353,2.082,10.14,p0498
1.1139,0.98104,0.0087392,2.2628,18.592,p0499
1.1472,0.83727,0.0011868,3.6751,5.6047,p0500
