wind_speed,swr,LAKE_PARAMS/c_relax_C,LAKE_PARAMS/depth_bs_lk,LAKE_PARAMS/T_bs_lk,par_id
1.4259,1.0695,0.0046845,2.2494,9.4407,p0478
0.56888,0.69187,0.0084733,0.45727,15.343,p0479
1.4353,1.1588,0.0065086,1.5253,6.0624,p0480
1.407,0.98923,0.0059745,0.58176,5.7177,p0481
1.1453,1.1632,0.0082299,3.6588,9.1675,p0482
0.83219,1.4015,0.0051889,5.9409,11.02,p0483
1.0332,0.59628,0.0042313,1.0783,12.072,p0484
1.0271,1.3963,0.0017861,3.145,19.18,p0485
0.70016,0.67611,0.0021212,0.67868,7.3095,p0486
0.6711,1.2239,0.0072399,1.3757,18.713,p0487
0.64898,1.0238,0.009494,2.4657,5.857,p0488
1.2538,1.3697,0.0060663,5.2106,11.169,p0489
1.3473,1.3552,0.0058486,5.1224,11.35,p0490
0.63885,1.4954,0.0072609,5.0741,17.993,p0491
1.0649,0.88277,0.0013034,3.0296,19.898,p0492
0.58188,1.4348,0.0086789,0.92396,4.8718,p0493
0.53998,0.57449,0.0074277,5.3663,11.006,p0494
0.9104,1.091,0.0097498,4.9591,10.576,p0495
1.1089,1.3236,0.0014497,4.7209,5.7639,p0496
1.4651,0.72285,0.0080278,3.671,17.694,p0497
1.0414,1.2761,0.0051479,3.7307,12.226,p0498
1.4005,1.4487,0.0049474,2.0163,13.715,p0499
0.74852,0.86209,0.00042252,1.4347,9.5081,p0500
